AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,VCA,VCD,VCH,WHA,WHD,WHH
1,11,0,7,4,2,Everton,3.25,3.29,2.39,3.25,3.2,2.35,13/12/17,E0,1,0,A,4,10,1,16,4,1,0,A,1,Newcastle,2.7,3.3,2.6,M Atkinson,3.2,3.4,2.4,3.2,3.2,2.4
9,9,0,16,11,0,Leicester,3.89,3.39,2.1,3.7,3.4,2.05,13/12/17,E0,4,1,A,9,13,0,12,4,3,0,A,1,Southampton,3.7,3.35,2.05,C Kavanagh,3.9,3.4,2.1,3.8,3.4,2.05
5,6,0,23,10,0,Man City,1.25,6.5,15.0,1.22,6.5,13.0,13/12/17,E0,4,0,A,2,12,0,7,3,2,0,A,0,Swansea,1.25,6.0,11.0,A Taylor,1.25,6.5,15.0,1.25,6.0,13.0
2,10,0,7,4,1,Brighton,15.0,6.5,1.25,12.5,6.0,1.25,13/12/17,E0,0,2,H,10,5,0,25,8,0,1,H,1,Tottenham,10.0,6.0,1.27,R Madley,15.0,6.5,1.25,13.0,6.0,1.25
7,9,0,22,3,0,Arsenal,1.66,4.2,5.25,1.62,4.2,5.25,13/12/17,E0,0,0,D,1,9,0,6,0,0,0,D,1,West Ham,1.65,4.0,5.0,J Moss,1.65,4.3,5.4,1.65,4.0,5.5
5,9,0,10,2,1,Newcastle,14.0,6.5,1.25,12.0,5.75,1.26,16/12/17,E0,0,1,H,7,13,0,23,5,0,1,H,2,Arsenal,11.0,6.0,1.25,S Attwell,15.0,6.5,1.25,13.0,6.0,1.25
2,13,0,11,6,2,Burnley,3.2,3.0,2.62,3.2,2.9,2.55,16/12/17,E0,0,0,D,8,13,0,12,2,0,0,D,4,Brighton,2.65,3.3,2.65,C Kavanagh,3.3,3.0,2.55,3.2,2.9,2.62
4,16,0,6,2,3,Southampton,9.0,5.0,1.39,8.5,5.0,1.36,16/12/17,E0,0,1,H,8,8,0,24,8,0,1,H,1,Chelsea,7.5,4.8,1.4,R East,10.0,5.0,1.36,9.0,5.0,1.36
4,13,0,13,6,2,Crystal Palace,4.5,3.6,1.89,4.25,3.6,1.87,16/12/17,E0,3,0,A,6,12,1,11,2,2,0,A,2,Leicester,4.3,3.5,1.85,M Atkinson,4.5,3.7,1.87,4.33,3.5,1.91
1,20,0,7,2,4,Tottenham,6.0,4.59,1.55,6.0,4.6,1.5,16/12/17,E0,1,4,H,5,13,0,20,11,0,1,H,2,Man City,6.5,4.2,1.5,C Pawson,6.25,4.6,1.55,6.0,4.5,1.53
9,13,0,14,7,1,West Ham,3.5,3.29,2.29,3.4,3.3,2.2,16/12/17,E0,3,0,A,7,12,0,17,0,1,0,A,2,Stoke,3.4,3.3,2.2,G Scott,3.4,3.3,2.3,3.3,3.3,2.3
7,17,1,15,9,1,Huddersfield,5.0,3.75,1.8,5.0,3.7,1.72,16/12/17,E0,4,1,A,8,12,1,13,3,2,0,A,2,Watford,4.7,3.7,1.75,M Oliver,5.25,3.8,1.75,5.0,3.5,1.8
3,10,0,21,7,1,Liverpool,1.53,4.5,6.5,1.48,4.6,6.25,17/12/17,E0,4,0,A,2,5,0,6,2,3,0,A,1,Bournemouth,1.55,4.0,6.2,A Marriner,1.5,4.6,6.5,1.53,4.5,6.0
3,7,0,8,3,3,Man United,1.6,4.0,6.5,1.57,4.0,6.0,17/12/17,E0,2,1,A,6,14,0,12,5,2,0,A,1,West Brom,1.55,4.0,6.2,A Taylor,1.6,4.0,6.5,1.62,3.8,6.5
3,12,0,8,3,3,Swansea,5.5,3.75,1.72,5.5,3.7,1.67,18/12/17,E0,1,3,H,6,12,0,12,7,1,1,D,2,Everton,5.0,3.7,1.7,J Moss,5.5,3.6,1.75,5.5,3.6,1.73
8,11,0,14,9,0,Liverpool,2.79,3.6,2.54,2.8,3.6,2.4,22/12/17,E0,3,3,D,7,9,0,11,4,1,0,A,1,Arsenal,2.95,3.3,2.4,M Atkinson,2.8,3.75,2.5,2.8,3.6,2.45
4,11,0,13,1,0,Watford,3.0,3.2,2.62,3.0,3.1,2.55,23/12/17,E0,0,1,H,6,8,0,14,3,0,0,D,0,Brighton,2.9,3.05,2.6,P Tierney,2.9,3.2,2.7,3.0,3.1,2.62
4,10,0,18,8,2,Tottenham,1.55,4.2,7.0,1.5,4.1,7.0,23/12/17,E0,3,0,A,4,10,0,5,2,1,0,A,1,Burnley,1.65,3.8,5.3,M Oliver,1.55,4.2,7.0,1.57,3.8,7.0
7,4,0,25,8,0,Chelsea,1.66,3.89,6.0,1.62,3.75,6.0,23/12/17,E0,0,0,D,2,8,0,5,0,0,0,D,3,Everton,1.7,3.9,4.8,R Madley,1.65,3.9,6.25,1.67,3.8,5.5
6,8,0,19,6,2,Man United,1.9,3.6,4.5,1.87,3.5,4.33,23/12/17,E0,2,2,D,4,19,1,11,3,1,1,D,2,Leicester,1.8,3.7,4.4,J Moss,1.83,3.7,4.75,1.91,3.5,4.33
6,7,0,5,1,1,Bournemouth,23.0,11.0,1.12,23.0,10.5,1.1,23/12/17,E0,0,4,H,4,8,0,14,5,0,1,H,0,Man City,20.0,9.0,1.12,M Jones,23.0,11.5,1.07,26.0,11.0,1.1
1,9,0,10,3,1,Huddersfield,6.5,3.89,1.61,6.25,3.8,1.6,23/12/17,E0,1,1,D,9,16,0,12,6,0,1,H,2,Southampton,5.3,3.8,1.65,L Probert,7.0,4.0,1.6,6.5,3.75,1.62
11,11,0,17,7,0,West Brom,3.5,3.25,2.29,3.4,3.25,2.25,23/12/17,E0,1,3,H,1,9,0,9,5,0,2,H,1,Stoke,3.2,3.35,2.25,N Swarbrick,3.5,3.2,2.38,3.5,3.1,2.3
3,11,0,13,5,3,Crystal Palace,2.45,3.2,3.29,2.4,3.1,3.2,23/12/17,E0,1,1,D,6,13,0,7,2,0,0,D,2,Swansea,2.5,3.1,3.0,C Pawson,2.4,3.2,3.4,2.4,3.1,3.3
3,12,0,11,4,1,Newcastle,3.89,3.39,2.1,3.7,3.3,2.1,23/12/17,E0,3,2,A,6,9,0,19,6,1,1,D,1,West Ham,4.1,3.5,1.9,L Mason,3.9,3.4,2.1,3.8,3.2,2.15
4,14,0,10,5,4,West Ham,2.75,3.29,2.79,2.65,3.2,2.75,26/12/17,E0,3,3,D,7,12,0,26,10,1,1,D,3,Bournemouth,2.7,3.3,2.6,S Attwell,2.8,3.3,2.75,2.62,3.3,2.8
1,8,0,8,1,1,Brighton,17.0,7.5,1.19,17.0,7.0,1.18,26/12/17,E0,0,2,H,13,8,0,25,8,0,0,D,0,Chelsea,15.0,6.5,1.2,M Dean,20.0,7.0,1.2,15.0,7.0,1.2
5,12,0,15,7,4,Stoke,3.2,3.2,2.5,3.1,3.1,2.5,26/12/17,E0,1,1,D,8,9,0,18,8,0,1,H,2,Huddersfield,2.95,3.3,2.4,A Taylor,3.13,3.2,2.5,3.1,3.1,2.5
2,8,0,7,4,1,Swansea,19.0,9.0,1.16,18.5,8.0,1.15,26/12/17,E0,0,5,H,4,5,0,22,9,0,1,H,0,Liverpool,15.0,6.5,1.2,K Friend,20.0,8.5,1.17,17.0,8.0,1.17
2,14,0,3,2,7,Burnley,15.0,6.5,1.25,13.0,5.75,1.25,26/12/17,E0,2,2,D,12,10,0,23,6,2,0,A,3,Man United,11.0,6.0,1.25,M Atkinson,13.0,6.5,1.25,13.0,6.0,1.25
8,15,0,16,6,2,Southampton,10.0,5.25,1.36,8.5,5.0,1.36,26/12/17,E0,2,5,H,3,8,0,16,7,0,2,H,0,Tottenham,7.5,4.8,1.4,G Scott,10.0,5.25,1.36,11.0,5.0,1.33
8,13,0,11,5,3,Leicester,2.87,3.5,2.54,2.75,3.5,2.5,26/12/17,E0,1,2,H,8,7,0,11,1,1,1,D,3,Watford,2.85,3.3,2.5,C Kavanagh,2.8,3.5,2.6,2.88,3.4,2.5
2,13,0,7,3,0,Everton,3.1,3.2,2.54,3.2,3.1,2.4,26/12/17,E0,0,0,D,10,14,0,17,3,0,0,D,2,West Brom,2.75,3.25,2.6,R East,3.2,3.13,2.55,3.0,3.2,2.5
8,6,0,22,6,0,Man City,1.25,6.75,13.0,1.22,6.5,13.0,27/12/17,E0,1,0,A,3,11,0,6,2,1,0,A,1,Newcastle,1.3,6.0,8.5,A Marriner,1.22,7.0,15.0,1.25,6.0,13.0
4,7,0,16,9,1,Arsenal,1.8,4.0,4.5,1.78,3.8,4.5,28/12/17,E0,3,2,A,5,12,0,16,2,1,0,A,0,Crystal Palace,1.75,3.6,4.8,M Oliver,1.8,4.0,4.5,1.75,3.8,4.8
4,13,0,6,1,0,Everton,3.29,3.29,2.37,3.2,3.2,2.35,30/12/17,E0,1,2,H,4,8,0,19,7,0,1,H,0,Bournemouth,2.9,3.3,2.45,L Probert,3.3,3.3,2.38,3.0,3.2,2.4
0,10,0,1,1,1,Stoke,19.0,8.5,1.16,18.5,7.5,1.16,30/12/17,E0,0,5,H,7,5,0,21,12,0,3,H,1,Chelsea,13.0,6.5,1.22,K Friend,17.0,7.5,1.18,17.0,7.0,1.17
4,14,0,11,4,1,Burnley,3.5,3.1,2.37,3.4,3.1,2.3,30/12/17,E0,0,0,D,5,14,0,3,1,0,0,D,2,Huddersfield,2.9,3.1,2.6,P Tierney,3.6,3.0,2.4,3.4,2.9,2.38
1,3,0,7,1,2,Leicester,11.0,6.0,1.3,9.5,6.0,1.28,30/12/17,E0,1,2,H,7,7,0,17,6,1,0,A,3,Liverpool,8.0,5.3,1.35,N Swarbrick,11.0,6.0,1.3,9.0,5.5,1.3
7,13,0,8,3,4,Southampton,9.0,5.5,1.36,9.0,5.25,1.34,30/12/17,E0,0,0,D,10,12,0,15,3,0,0,D,2,Man United,7.5,4.8,1.4,C Pawson,10.0,5.2,1.36,8.0,4.8,1.36
6,10,0,10,3,2,Brighton,4.0,3.2,2.14,3.8,3.2,2.1,30/12/17,E0,0,0,D,3,11,0,11,2,0,0,D,2,Newcastle,3.3,3.35,2.2,A Taylor,4.0,3.25,2.15,3.6,3.2,2.15
8,13,0,9,4,2,Swansea,6.0,3.79,1.66,5.5,3.7,1.67,30/12/17,E0,2,1,A,1,14,0,9,4,0,1,H,4,Watford,4.8,3.6,1.75,M Atkinson,5.75,3.8,1.7,5.0,3.6,1.7
8,11,0,15,4,4,Man City,1.28,6.5,11.0,1.25,6.25,11.5,31/12/17,E0,0,0,D,7,14,0,10,1,0,0,D,5,Crystal Palace,1.3,5.5,9.5,J Moss,1.25,6.5,12.0,1.25,6.0,11.0
6,9,0,14,4,3,Arsenal,1.72,4.0,5.0,1.75,3.9,4.6,31/12/17,E0,1,1,D,5,14,0,14,3,0,0,D,3,West Brom,1.75,3.6,4.8,M Dean,1.7,4.0,5.25,1.73,3.75,4.5
12,9,0,26,8,1,Bournemouth,3.39,3.2,2.37,3.3,3.1,2.35,01/01/18,E0,2,2,D,5,13,0,15,6,1,1,D,2,Brighton,3.3,3.15,2.3,M Oliver,3.4,3.13,2.45,3.3,3.1,2.4
9,12,0,19,5,0,Liverpool,1.5,4.5,7.5,1.45,4.4,7.25,01/01/18,E0,2,1,A,3,4,0,13,4,0,0,D,0,Burnley,1.55,4.0,6.2,R East,1.5,4.4,7.5,1.5,4.33,7.0
6,10,0,21,6,0,Man United,1.8,3.5,5.5,1.75,3.5,5.25,01/01/18,E0,2,0,A,6,11,0,12,0,0,0,D,2,Everton,1.8,3.7,4.4,A Marriner,1.8,3.5,5.4,1.75,3.4,5.5
1,9,0,6,1,1,Huddersfield,6.0,3.79,1.66,5.75,3.9,1.62,01/01/18,E0,0,3,H,4,7,0,11,5,0,0,D,1,Leicester,4.8,3.9,1.7,G Scott,5.0,3.9,1.67,5.5,3.75,1.67
5,11,0,14,6,1,Newcastle,3.5,3.29,2.29,3.4,3.3,2.2,01/01/18,E0,1,0,A,10,10,0,11,4,0,0,D,3,Stoke,3.3,3.35,2.2,C Kavanagh,3.3,3.3,2.38,3.4,3.2,2.3
1,12,0,7,4,1,Watford,19.0,8.5,1.12,16.5,8.0,1.16,02/01/18,E0,1,3,H,9,8,0,17,7,0,2,H,1,Man City,20.0,9.0,1.12,L Mason,21.0,8.5,1.15,19.0,8.0,1.15
7,11,0,11,4,1,Crystal Palace,4.0,3.39,1.9,4.1,3.5,1.91,02/01/18,E0,2,1,A,4,8,0,10,3,0,1,H,0,Southampton,3.5,3.4,2.1,S Attwell,4.0,3.5,2.0,4.2,3.4,1.95
5,9,0,12,5,2,Tottenham,1.3,4.75,12.0,1.3,5.5,10.5,02/01/18,E0,2,0,A,6,12,0,8,1,1,0,A,2,Swansea,1.33,5.3,8.7,R Madley,1.33,5.25,11.0,1.3,5.5,11.0
4,12,0,10,3,2,West Brom,4.09,3.39,1.9,4.33,3.4,1.9,02/01/18,E0,1,2,H,3,12,0,13,5,1,0,A,3,West Ham,3.5,3.4,2.1,M Jones,4.5,3.4,1.95,4.33,3.3,1.95
8,11,0,19,6,2,Chelsea,2.6,3.39,2.6,2.6,3.4,2.7,03/01/18,E0,2,2,D,10,11,0,14,6,0,0,D,3,Arsenal,2.75,3.3,2.6,A Taylor,2.63,3.5,2.75,2.7,3.3,2.7
1,6,0,3,1,2,West Ham,10.0,6.0,1.25,10.5,5.75,1.25,04/01/18,E0,1,1,D,7,10,0,31,8,0,0,D,0,Tottenham,8.0,5.3,1.35,M Dean,12.0,6.0,1.29,10.0,6.0,1.29
3,13,1,14,1,2,Leicester,12.0,5.75,1.3,11.5,5.75,1.26,13/01/18,E0,0,0,D,6,14,0,17,7,0,0,D,2,Chelsea,8.5,5.5,1.33,M Jones,12.0,6.0,1.29,11.0,5.5,1.3
2,10,0,8,2,3,Burnley,4.5,3.29,2.0,4.2,3.2,2.0,13/01/18,E0,0,1,H,3,16,0,17,2,0,1,H,0,Crystal Palace,4.0,3.3,2.0,M Oliver,4.4,3.3,2.0,4.33,3.1,2.05
3,9,0,8,6,1,West Ham,3.1,3.1,2.62,3.0,3.0,2.6,13/01/18,E0,4,1,A,7,7,0,8,2,1,1,D,1,Huddersfield,2.75,3.25,2.6,J Moss,3.0,3.1,2.75,3.0,3.0,2.7
5,10,0,8,5,3,Swansea,4.5,3.39,1.95,4.6,3.25,1.9,13/01/18,E0,1,1,D,4,11,0,12,4,0,0,D,0,Newcastle,4.1,3.5,1.9,G Scott,4.6,3.4,1.95,4.5,3.3,1.95
3,15,0,7,0,2,Everton,13.0,6.0,1.28,12.5,6.0,1.25,13/01/18,E0,0,4,H,3,11,0,20,10,0,1,H,0,Tottenham,8.7,5.3,1.33,C Pawson,13.0,6.0,1.29,12.0,5.5,1.29
4,13,0,10,4,5,Southampton,3.0,3.39,2.5,3.0,3.3,2.4,13/01/18,E0,2,2,D,5,11,0,16,4,2,0,A,0,Watford,2.95,3.3,2.4,R East,3.0,3.4,2.55,3.0,3.25,2.5
6,15,0,13,1,0,Brighton,4.33,3.0,2.14,4.1,3.0,2.1,13/01/18,E0,0,2,H,9,8,0,15,4,0,1,H,0,West Brom,3.8,3.2,2.1,M Atkinson,4.33,3.1,2.15,4.2,3.0,2.05
5,10,0,12,3,2,Arsenal,1.75,4.2,4.75,1.72,3.9,4.75,14/01/18,E0,1,2,H,4,8,0,13,5,0,0,D,2,Bournemouth,1.7,3.9,4.8,K Friend,1.75,4.2,4.6,1.75,4.0,4.5
6,7,0,11,4,3,Man City,2.29,3.75,3.1,2.2,3.6,3.1,14/01/18,E0,3,4,H,5,10,0,16,7,1,1,D,2,Liverpool,2.3,3.5,3.0,A Marriner,2.25,3.6,2.88,2.3,3.5,3.1
1,10,0,11,5,1,Stoke,15.0,7.0,1.22,11.5,7.0,1.22,15/01/18,E0,0,3,H,6,14,0,20,9,0,2,H,2,Man United,11.0,6.0,1.25,A Taylor,15.0,7.0,1.22,15.0,6.5,1.22
10,8,0,9,5,0,Crystal Palace,7.0,4.75,1.5,6.25,4.4,1.5,20/01/18,E0,1,4,H,5,6,0,16,10,0,4,H,0,Arsenal,6.5,4.2,1.5,C Kavanagh,7.0,4.6,1.5,7.0,4.33,1.5
3,5,0,14,10,0,Chelsea,1.61,3.89,6.5,1.6,3.8,6.0,20/01/18,E0,4,0,A,5,12,0,10,3,2,0,A,3,Brighton,1.6,3.9,5.7,J Moss,1.62,3.9,6.5,1.62,3.75,6.5
4,12,0,12,2,3,Man United,1.57,3.89,7.5,1.57,3.9,6.5,20/01/18,E0,1,0,A,5,7,0,13,2,0,0,D,3,Burnley,1.55,4.0,6.2,M Dean,1.6,3.9,7.0,1.57,3.8,7.0
3,10,0,15,5,1,West Brom,4.0,3.2,2.14,4.0,3.1,2.1,20/01/18,E0,1,1,D,0,15,0,9,4,1,0,A,2,Everton,3.6,3.1,2.2,S Attwell,3.9,3.2,2.2,4.0,3.1,2.15
5,10,0,11,3,0,Watford,4.33,3.89,1.85,4.33,3.75,1.8,20/01/18,E0,0,2,H,4,11,0,9,5,0,1,H,0,Leicester,4.1,3.5,1.9,L Probert,4.4,3.9,1.85,4.33,3.75,1.85
0,10,0,6,4,1,Newcastle,26.0,10.0,1.12,19.0,10.0,1.11,20/01/18,E0,1,3,H,18,5,0,21,9,0,1,H,0,Man City,17.0,8.0,1.15,P Tierney,23.0,10.0,1.13,26.0,9.0,1.12
2,13,0,6,3,1,Huddersfield,4.09,3.39,2.04,4.0,3.3,2.0,20/01/18,E0,0,2,H,3,18,0,11,6,0,0,D,1,Stoke,3.75,3.2,2.1,M Oliver,4.1,3.4,2.05,4.0,3.3,2.05
3,7,0,8,3,1,Bournemouth,4.0,3.6,2.0,3.9,3.6,1.95,20/01/18,E0,1,1,D,6,8,0,12,4,0,0,D,3,West Ham,3.8,3.4,2.0,M Atkinson,3.9,3.7,2.0,4.0,3.5,2.0
9,15,0,17,2,3,Tottenham,1.64,4.09,5.75,1.62,4.0,5.5,21/01/18,E0,1,1,D,2,8,0,10,4,1,1,D,2,Southampton,1.7,3.7,5.0,K Friend,1.65,4.0,5.75,1.65,4.0,5.5
9,9,0,21,4,2,Liverpool,1.3,5.75,12.0,1.3,5.5,10.0,22/01/18,E0,0,1,H,3,5,0,3,2,0,1,H,0,Swansea,1.35,5.3,8.0,N Swarbrick,1.3,5.5,12.0,1.3,5.5,11.0
4,8,0,14,7,0,Liverpool,1.3,5.75,12.0,1.3,5.5,10.5,30/01/18,E0,3,0,A,1,8,0,5,1,2,0,A,0,Huddersfield,1.4,4.8,7.5,K Friend,1.3,5.75,12.0,1.3,5.5,11.0
3,8,0,9,4,3,Arsenal,1.5,4.59,7.0,1.5,4.33,6.5,30/01/18,E0,1,3,H,4,4,0,12,4,1,1,D,0,Swansea,1.55,4.0,6.2,L Mason,1.5,4.4,7.5,1.5,4.33,7.0
3,15,0,9,3,3,Crystal Palace,2.54,3.25,3.1,2.45,3.2,3.0,30/01/18,E0,1,1,D,5,11,0,8,3,1,1,D,1,West Ham,2.65,3.3,2.65,N Swarbrick,2.55,3.3,3.0,2.5,3.25,3.0
5,12,0,11,5,0,Bournemouth,11.0,6.5,1.28,11.0,6.0,1.26,31/01/18,E0,3,0,A,8,5,0,21,5,0,0,D,1,Chelsea,10.5,5.8,1.27,L Probert,12.0,6.0,1.29,11.0,6.0,1.29
5,10,0,8,1,2,Leicester,2.62,3.2,3.0,2.55,3.1,2.95,31/01/18,E0,1,2,H,5,9,0,9,4,0,2,H,0,Everton,2.7,3.2,2.7,C Kavanagh,2.55,3.2,3.1,2.62,3.1,3.0
1,10,0,3,1,3,West Brom,21.0,10.0,1.14,17.5,8.5,1.14,31/01/18,E0,0,3,H,9,10,0,19,10,0,1,H,1,Man City,18.0,7.5,1.15,R Madley,22.0,9.0,1.15,19.0,9.0,1.14
4,15,0,11,2,2,Burnley,3.89,3.2,2.2,3.8,3.1,2.15,31/01/18,E0,1,1,D,7,15,0,14,4,0,0,D,1,Newcastle,3.6,3.3,2.1,S Hooper,4.0,3.13,2.2,3.75,3.1,2.2
2,10,0,9,2,1,Brighton,6.0,3.5,1.75,5.5,3.4,1.75,31/01/18,E0,1,1,D,7,8,0,18,3,1,0,A,3,Southampton,4.5,3.6,1.8,M Dean,5.75,3.5,1.75,6.0,3.3,1.75
6,12,0,12,2,3,Watford,3.39,3.5,2.25,3.3,3.4,2.2,31/01/18,E0,0,0,D,2,12,0,11,4,0,0,D,4,Stoke,3.5,3.4,2.1,J Moss,3.4,3.5,2.25,3.3,3.4,2.25
3,13,0,6,3,2,Man United,3.39,3.29,2.35,3.4,3.25,2.25,31/01/18,E0,0,2,H,6,10,0,22,6,0,2,H,2,Tottenham,2.95,3.3,2.4,A Marriner,3.4,3.3,2.3,3.3,3.3,2.3
6,8,0,11,2,0,Everton,12.0,5.75,1.3,10.5,5.25,1.3,03/02/18,E0,1,5,H,4,8,0,15,7,0,4,H,2,Arsenal,8.0,5.3,1.35,N Swarbrick,11.0,5.75,1.3,11.0,5.0,1.33
1,19,0,13,4,3,Stoke,4.33,3.7,1.9,4.2,3.6,1.87,03/02/18,E0,1,2,H,8,14,0,15,8,1,0,A,2,Bournemouth,3.5,3.4,2.1,P Tierney,4.33,3.7,1.91,4.33,3.5,1.91
1,7,0,4,1,1,West Ham,3.7,3.0,2.35,3.5,3.0,2.3,03/02/18,E0,1,3,H,4,11,0,21,5,1,1,D,3,Brighton,3.2,3.1,2.4,R East,3.7,3.1,2.3,3.6,3.0,2.3
13,6,0,20,7,1,Man City,1.28,6.0,13.0,1.28,5.75,11.0,03/02/18,E0,1,1,D,3,9,0,8,3,1,0,A,4,Burnley,1.35,5.3,8.0,M Atkinson,1.29,6.0,13.0,1.29,5.5,12.0
3,8,0,3,1,0,Swansea,5.25,3.6,1.8,5.25,3.6,1.72,03/02/18,E0,1,1,D,3,9,0,13,5,0,1,H,1,Leicester,4.8,3.6,1.75,A Taylor,5.2,3.6,1.8,5.0,3.5,1.8
2,19,0,4,0,4,Huddersfield,19.0,8.5,1.16,19.0,8.25,1.14,03/02/18,E0,0,2,H,5,5,0,16,7,0,0,D,2,Man United,15.0,6.5,1.2,S Attwell,23.0,8.0,1.17,21.0,7.5,1.17
7,10,0,13,5,1,Southampton,3.1,3.2,2.54,3.1,3.1,2.5,03/02/18,E0,3,2,A,5,12,0,9,3,2,1,A,2,West Brom,2.85,3.15,2.6,M Oliver,3.1,3.2,2.6,3.1,3.1,2.5
6,8,0,11,8,1,Newcastle,4.2,3.39,2.04,4.1,3.25,2.0,04/02/18,E0,1,1,D,5,11,0,21,6,1,0,A,1,Crystal Palace,3.7,3.25,2.1,A Marriner,4.1,3.4,2.05,4.0,3.3,2.05
7,9,0,13,6,1,Tottenham,3.6,3.75,2.1,3.5,3.6,2.05,04/02/18,E0,2,2,D,3,15,0,9,3,0,1,H,3,Liverpool,3.2,3.5,2.2,J Moss,3.5,3.8,2.1,3.5,3.6,2.1
2,8,1,7,3,2,Chelsea,1.61,4.0,6.25,1.57,4.0,6.0,05/02/18,E0,1,4,H,6,11,0,21,8,0,1,H,2,Watford,1.6,4.0,5.5,M Dean,1.62,4.0,6.0,1.62,4.0,6.0
7,15,0,16,4,1,Crystal Palace,3.2,3.25,2.25,3.4,3.2,2.25,10/02/18,E0,1,3,H,8,14,0,11,5,0,0,D,1,Everton,3.25,3.2,2.3,J Moss,3.7,3.25,2.25,3.4,3.1,2.25
2,12,0,2,2,3,Leicester,13.0,6.5,1.19,13.0,7.0,1.2,10/02/18,E0,1,5,H,8,10,0,19,11,1,1,D,2,Man City,10.0,6.5,1.25,M Jones,17.0,7.0,1.22,12.0,6.0,1.22
4,10,0,14,6,0,Brighton,3.39,3.2,2.2,3.7,3.2,2.15,10/02/18,E0,1,1,D,7,6,0,15,3,1,0,A,0,Stoke,3.5,3.2,2.2,R Madley,3.8,3.13,2.25,3.6,3.1,2.15
2,9,0,13,1,1,Burnley,3.25,3.0,2.37,3.25,3.0,2.45,10/02/18,E0,0,1,H,5,10,0,12,4,0,0,D,2,Swansea,3.2,3.1,2.4,A Marriner,3.5,3.0,2.45,3.2,2.9,2.5
2,9,0,6,1,1,Arsenal,3.5,3.6,2.0,3.6,3.8,1.95,10/02/18,E0,0,1,H,10,13,0,18,6,0,0,D,2,Tottenham,3.2,3.5,2.2,A Taylor,3.6,3.9,2.05,3.4,3.75,2.0
7,7,0,11,4,1,Watford,2.79,3.29,2.5,3.0,3.2,2.45,10/02/18,E0,0,2,H,8,11,0,8,4,0,1,H,1,West Ham,3.05,3.2,2.4,G Scott,3.1,3.3,2.5,2.8,3.3,2.5
6,12,0,7,2,3,Bournemouth,2.25,3.2,3.25,2.3,3.1,3.4,11/02/18,E0,1,4,H,2,12,0,15,4,1,2,H,0,Huddersfield,2.65,3.3,2.65,M Oliver,2.38,3.2,3.4,2.3,3.1,3.25
10,15,0,13,6,2,Man United,1.61,3.75,5.5,1.65,3.8,5.5,11/02/18,E0,0,1,H,0,12,0,10,3,0,0,D,0,Newcastle,1.65,3.8,5.3,C Pawson,1.65,3.9,6.0,1.62,3.8,5.5
1,8,0,16,4,2,Liverpool,1.8,3.79,4.2,1.8,3.8,4.25,11/02/18,E0,2,0,A,3,5,0,6,4,2,0,A,1,Southampton,1.85,3.5,4.3,M Atkinson,1.8,4.0,4.6,1.75,3.8,4.33
7,11,0,8,1,2,West Brom,8.0,4.75,1.36,9.0,5.0,1.35,12/02/18,E0,0,3,H,8,11,0,20,8,0,1,H,0,Chelsea,7.5,4.8,1.4,L Mason,9.5,5.0,1.36,9.0,5.0,1.33
1,10,0,15,4,4,Newcastle,3.79,3.5,2.1,3.6,3.4,2.1,24/02/18,E0,2,2,D,8,12,0,18,5,2,0,A,1,Bournemouth,3.4,3.3,2.2,R East,3.7,3.5,2.1,3.7,3.3,2.05
5,6,0,11,1,0,Swansea,4.0,3.25,2.14,4.0,3.1,2.1,24/02/18,E0,1,4,H,3,17,0,16,5,0,1,H,1,Brighton,3.6,3.1,2.2,M Dean,4.2,3.1,2.15,3.8,3.0,2.1
5,14,0,13,6,0,Southampton,2.79,3.1,2.89,2.75,2.95,2.9,24/02/18,E0,1,1,D,7,8,0,9,3,0,0,D,1,Burnley,2.7,3.2,2.7,R Madley,2.75,3.1,3.0,2.75,3.1,2.62
1,16,0,6,2,3,Stoke,5.25,3.89,1.72,5.0,3.75,1.72,24/02/18,E0,1,1,D,13,10,0,19,9,1,0,A,1,Leicester,4.8,3.6,1.75,M Oliver,5.0,3.8,1.73,4.8,3.75,1.7
2,7,0,7,4,2,West Ham,13.0,7.5,1.22,13.5,7.0,1.2,24/02/18,E0,1,4,H,8,7,0,21,12,0,1,H,0,Liverpool,11.0,6.0,1.25,S Attwell,15.0,7.0,1.22,12.0,6.0,1.22
5,9,0,7,2,1,Everton,3.5,3.39,2.25,3.5,3.2,2.2,24/02/18,E0,0,1,H,6,10,0,13,5,0,0,D,3,Watford,3.05,3.3,2.35,A Taylor,3.6,3.3,2.25,3.3,3.3,2.2
3,9,0,16,7,1,Huddersfield,4.75,3.29,1.95,4.5,3.3,1.9,24/02/18,E0,2,1,A,6,11,0,10,3,0,0,D,1,West Brom,3.8,3.4,2.0,J Moss,4.75,3.3,1.95,4.4,3.1,1.95
13,5,0,14,4,1,Tottenham,1.5,4.5,7.5,1.5,4.2,7.0,25/02/18,E0,1,0,A,2,12,0,5,3,0,0,D,0,Crystal Palace,1.5,4.2,6.5,K Friend,1.5,4.6,7.5,1.5,4.2,6.5
4,12,0,14,7,2,Chelsea,3.5,3.25,2.29,3.5,3.25,2.2,25/02/18,E0,1,2,H,3,13,0,10,5,1,1,D,2,Man United,3.5,3.2,2.2,M Atkinson,3.4,3.3,2.3,3.3,3.1,2.3
