AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,VCA,VCD,VCH,WHA,WHD,WHH
5,6,0,13,8,2,Liverpool,2.9,3.25,2.5,2.95,3.3,2.45,20/08/11,E0,2,0,A,9,11,1,10,6,0,0,D,2,Arsenal,2.8,3.2,2.3,M Atkinson,3.0,3.12,2.5,2.75,3.2,2.6
4,13,0,10,6,0,Blackburn,5.5,3.4,1.73,5.5,3.5,1.65,20/08/11,E0,1,3,H,5,9,0,9,6,0,2,H,3,Aston Villa,4.4,3.5,1.7,S Attwell,5.5,3.6,1.73,5.5,3.2,1.75
4,8,0,6,4,4,West Brom,10.0,5.5,1.3,9.0,5.5,1.28,20/08/11,E0,1,2,H,7,12,0,22,12,1,0,A,2,Chelsea,10.0,5.0,1.25,L Mason,11.0,5.5,1.3,10.0,4.8,1.33
1,9,0,4,3,1,QPR,7.0,3.8,1.53,7.25,3.75,1.5,20/08/11,E0,1,0,A,2,12,0,14,7,1,0,A,1,Everton,5.5,3.9,1.5,K Friend,8.0,4.0,1.53,6.0,4.0,1.55
6,7,0,12,10,3,Newcastle,3.4,3.25,2.2,3.5,3.3,2.15,20/08/11,E0,1,0,A,7,17,1,15,5,0,0,D,3,Sunderland,3.2,3.2,2.1,H Webb,3.8,3.3,2.2,3.5,3.1,2.2
7,18,0,10,4,3,Wigan,3.6,3.3,2.1,3.45,3.25,2.1,20/08/11,E0,0,0,D,7,8,0,12,6,0,0,D,0,Swansea,3.0,3.2,2.2,P Dowd,3.8,3.25,2.15,3.5,3.25,2.15
8,14,0,17,9,0,Man City,1.8,3.5,4.75,1.78,3.5,5.0,21/08/11,E0,3,2,A,7,19,0,6,4,2,1,A,2,Bolton,1.7,3.5,4.4,M Jones,1.8,3.6,5.0,1.8,3.6,4.4
6,12,0,15,5,2,Stoke,2.75,3.3,2.6,2.8,3.3,2.55,21/08/11,E0,1,1,D,3,13,1,9,7,0,1,H,0,Norwich,2.7,3.2,2.4,N Swarbrick,2.88,3.3,2.6,2.88,3.2,2.5
8,10,0,8,4,2,Fulham,3.1,3.25,2.38,3.05,3.25,2.3,21/08/11,E0,0,2,H,7,7,0,17,7,0,2,H,2,Wolves,3.0,3.2,2.2,M Dean,3.25,3.3,2.38,3.3,3.2,2.25
3,9,0,20,12,2,Tottenham,5.5,3.75,1.67,5.25,3.75,1.62,22/08/11,E0,0,3,H,11,12,0,27,21,0,0,D,1,Man United,5.5,3.9,1.5,L Probert,6.0,3.8,1.67,4.75,4.0,1.67
8,9,0,3,2,3,Wolves,3.75,3.25,2.1,3.9,3.4,2.0,27/08/11,E0,0,0,D,11,10,0,15,5,0,0,D,1,Aston Villa,3.3,3.3,2.0,M Atkinson,4.0,3.3,2.1,3.6,3.2,2.1
4,13,0,9,4,2,Everton,2.25,3.25,3.3,2.3,3.4,3.1,27/08/11,E0,1,0,A,5,17,0,14,6,0,0,D,5,Blackburn,2.4,3.2,2.7,L Mason,2.3,3.3,3.4,2.4,3.2,3.0
6,14,1,9,6,2,Norwich,15.0,6.5,1.2,14.0,5.5,1.22,27/08/11,E0,1,3,H,8,17,0,16,8,0,1,H,2,Chelsea,12.0,5.5,1.2,M Jones,17.0,6.5,1.22,13.0,6.0,1.22
6,7,0,7,4,2,Bolton,8.5,4.5,1.4,8.5,4.0,1.42,27/08/11,E0,1,3,H,12,5,0,17,9,0,1,H,0,Liverpool,7.3,4.5,1.35,L Probert,9.0,4.6,1.44,8.0,4.0,1.44
4,10,0,12,8,1,Sunderland,3.0,3.3,2.38,3.0,3.2,2.35,27/08/11,E0,0,0,D,7,7,0,15,6,0,0,D,1,Swansea,2.8,3.2,2.3,M Halsey,3.1,3.3,2.4,2.9,3.1,2.5
7,8,0,19,9,0,QPR,3.25,3.3,2.25,3.15,3.2,2.25,27/08/11,E0,0,2,H,8,13,0,13,10,0,1,H,2,Wigan,2.9,3.2,2.25,M Oliver,3.3,3.3,2.38,3.0,3.2,2.4
5,7,1,19,13,3,Arsenal,6.5,4.33,1.5,7.5,4.0,1.45,28/08/11,E0,2,8,H,3,9,0,25,15,1,3,H,2,Man United,5.4,3.7,1.55,H Webb,7.5,4.4,1.5,7.0,3.75,1.53
6,8,0,16,9,1,Fulham,3.75,3.25,2.1,3.8,3.25,2.0,28/08/11,E0,1,2,H,6,19,0,13,9,0,0,D,2,Newcastle,3.1,3.3,2.1,K Friend,3.75,3.3,2.15,3.5,3.2,2.15
5,9,0,22,12,4,Man City,2.5,3.3,2.88,2.45,3.4,2.9,28/08/11,E0,5,1,A,10,11,0,15,10,2,0,A,2,Tottenham,2.5,3.3,2.5,P Dowd,2.5,3.4,3.0,2.5,3.1,2.9
1,12,0,7,1,0,Stoke,3.75,3.25,2.1,3.8,3.25,2.0,28/08/11,E0,1,0,A,5,9,0,16,7,0,0,D,0,West Brom,3.0,3.2,2.2,M Dean,3.8,3.3,2.1,3.6,3.1,2.15
5,7,0,10,5,2,Swansea,9.0,4.75,1.36,9.25,4.75,1.33,10/09/11,E0,0,1,H,4,10,0,18,8,0,1,H,3,Arsenal,7.3,4.5,1.35,S Attwell,10.0,5.0,1.36,8.5,4.8,1.36
7,1,0,13,9,0,Man United,1.4,4.5,9.0,1.4,4.3,8.0,10/09/11,E0,5,0,A,5,14,0,20,13,3,0,A,2,Bolton,1.4,4.1,7.0,A Marriner,1.4,4.75,9.0,1.44,4.4,7.0
0,11,0,7,3,1,Aston Villa,3.8,3.4,2.0,3.75,3.25,2.1,10/09/11,E0,2,2,D,8,13,0,17,10,0,1,H,1,Everton,3.7,3.3,1.9,M Oliver,4.0,3.25,2.1,3.8,3.3,2.0
3,9,0,9,5,0,Wigan,17.0,7.0,1.17,20.0,7.0,1.14,10/09/11,E0,0,3,H,8,6,0,23,10,0,1,H,0,Man City,11.0,5.3,1.22,M Atkinson,19.0,7.5,1.18,17.0,6.5,1.18
12,13,0,20,11,1,Liverpool,2.25,3.3,3.25,2.25,3.25,3.4,10/09/11,E0,0,1,H,2,12,0,3,1,0,1,H,0,Stoke,2.1,3.2,3.2,M Clattenburg,2.25,3.3,3.5,2.25,3.2,3.3
7,3,0,16,8,1,Chelsea,1.7,3.75,5.0,1.65,3.6,5.5,10/09/11,E0,2,1,A,4,7,0,14,7,1,0,A,1,Sunderland,1.6,3.6,5.0,L Probert,1.73,3.75,5.4,1.7,3.6,5.0
10,12,0,17,11,2,Tottenham,2.4,3.25,3.0,2.45,3.4,2.85,10/09/11,E0,2,0,A,4,5,0,10,6,0,0,D,3,Wolves,2.4,3.2,2.7,P Walton,2.4,3.25,3.12,2.45,3.3,2.9
2,12,0,10,5,1,Blackburn,5.5,3.6,1.67,5.75,3.4,1.65,11/09/11,E0,1,1,D,11,7,0,13,8,1,1,D,3,Fulham,4.3,3.4,1.75,H Webb,6.0,3.75,1.7,5.5,3.6,1.67
3,11,0,14,9,2,West Brom,2.88,3.25,2.5,2.8,3.25,2.45,11/09/11,E0,1,0,A,1,10,0,17,5,1,0,A,1,Norwich,2.7,3.2,2.4,M Halsey,2.88,3.4,2.6,2.8,3.3,2.5
4,15,0,8,3,3,Newcastle,3.0,3.25,2.4,2.95,3.3,2.45,12/09/11,E0,0,0,D,6,10,0,14,5,0,0,D,1,QPR,2.5,3.3,2.5,P Dowd,3.12,3.25,2.5,3.0,3.2,2.4
9,10,0,21,13,1,Newcastle,4.2,3.4,1.91,4.0,3.4,1.9,17/09/11,E0,1,1,D,4,13,0,10,2,0,1,H,1,Aston Villa,3.3,3.3,2.0,N Swarbrick,4.33,3.5,1.95,4.2,3.1,2.0
13,9,0,24,16,1,Arsenal,1.91,3.4,4.2,1.88,3.4,4.5,17/09/11,E0,3,4,H,2,14,0,10,5,2,1,A,2,Blackburn,1.8,3.4,4.0,A Marriner,1.8,3.5,4.6,1.91,3.25,4.2
9,8,0,11,5,1,Norwich,4.6,3.6,1.8,4.75,3.45,1.75,17/09/11,E0,2,1,A,6,8,1,7,7,2,0,A,3,Bolton,4.3,3.4,1.75,H Webb,5.0,3.6,1.8,5.0,3.1,1.83
9,8,0,9,4,1,Wigan,7.0,4.0,1.5,6.5,3.75,1.53,17/09/11,E0,1,3,H,4,14,0,17,10,1,1,D,2,Everton,5.0,3.6,1.6,P Walton,8.0,4.0,1.53,7.5,3.6,1.53
8,9,0,13,8,2,West Brom,2.75,3.2,2.63,2.8,3.25,2.6,17/09/11,E0,0,3,H,2,4,0,7,5,0,2,H,1,Swansea,2.6,3.2,2.5,M Atkinson,2.75,3.3,2.75,2.8,2.9,2.8
8,13,0,17,12,3,QPR,4.2,3.4,1.91,4.0,3.35,1.9,17/09/11,E0,3,0,A,4,15,0,13,6,2,0,A,2,Wolves,3.7,3.3,1.9,A Taylor,4.33,3.5,1.95,4.2,3.2,1.95
9,9,0,18,11,1,Man City,1.57,3.8,6.5,1.53,3.75,6.5,18/09/11,E0,2,2,D,6,10,0,14,11,1,0,A,1,Fulham,1.55,3.7,5.4,M Clattenburg,1.57,4.0,6.5,1.62,3.6,6.0
10,12,0,20,9,3,Chelsea,4.5,3.5,1.83,4.5,3.5,1.85,18/09/11,E0,1,3,H,4,11,0,12,7,0,3,H,2,Man United,4.0,3.4,1.8,P Dowd,4.6,3.6,1.85,4.5,3.3,1.85
5,12,0,9,5,2,Stoke,3.1,3.2,2.4,2.95,3.15,2.4,18/09/11,E0,0,4,H,6,15,0,8,7,0,3,H,1,Sunderland,2.7,3.2,2.4,K Friend,3.3,3.25,2.38,3.1,3.1,2.38
1,9,2,5,2,4,Liverpool,2.63,3.4,2.63,2.7,3.25,2.7,18/09/11,E0,0,4,H,4,10,0,24,16,0,1,H,1,Tottenham,2.65,3.3,2.4,M Jones,2.75,3.4,2.62,2.8,3.0,2.7
2,9,1,3,3,1,Bolton,7.0,4.5,1.44,7.75,4.33,1.45,24/09/11,E0,0,3,H,9,7,0,23,14,0,0,D,0,Arsenal,6.5,3.9,1.45,M Clattenburg,8.5,4.6,1.44,7.5,4.2,1.44
6,11,0,5,4,3,Swansea,15.0,6.5,1.2,13.0,6.25,1.2,24/09/11,E0,1,4,H,1,15,1,15,7,0,2,H,3,Chelsea,13.0,5.8,1.18,M Dean,19.0,7.0,1.2,15.0,5.5,1.22
2,6,0,11,6,4,Wolves,10.0,4.5,1.36,9.0,4.6,1.35,24/09/11,E0,1,2,H,7,15,0,14,6,0,2,H,3,Liverpool,7.2,4.3,1.37,K Friend,10.0,4.75,1.4,8.0,4.5,1.4
5,13,0,7,3,5,Everton,7.5,4.33,1.44,7.75,4.4,1.4,24/09/11,E0,0,2,H,7,9,0,18,8,0,0,D,1,Man City,7.0,4.1,1.4,H Webb,8.5,4.5,1.44,8.5,4.0,1.44
2,16,1,4,1,4,Blackburn,4.5,3.5,1.83,4.5,3.4,1.8,24/09/11,E0,1,3,H,4,6,0,19,8,1,2,H,0,Newcastle,3.7,3.3,1.9,M Atkinson,4.75,3.5,1.85,4.5,3.2,1.91
8,3,0,13,9,0,Man United,1.53,4.0,6.5,1.5,4.0,6.5,24/09/11,E0,1,1,D,8,10,0,14,8,1,0,A,1,Stoke,1.52,3.8,5.7,P Walton,1.53,4.0,7.0,1.57,4.0,5.5
1,14,0,18,9,3,Fulham,3.25,3.25,2.3,3.2,3.2,2.25,24/09/11,E0,0,0,D,1,6,0,8,5,0,0,D,0,West Brom,2.8,3.2,2.3,S Attwell,3.3,3.3,2.3,3.0,3.2,2.4
9,6,0,14,7,1,Tottenham,1.91,3.5,4.0,1.9,3.35,4.0,24/09/11,E0,2,1,A,1,13,1,5,4,2,0,A,3,Wigan,2.0,3.3,3.3,J Moss,1.95,3.4,4.33,2.0,3.3,3.8
8,19,0,8,4,6,Aston Villa,3.2,3.25,2.3,3.2,3.3,2.3,25/09/11,E0,1,1,D,11,14,1,17,9,0,0,D,1,QPR,2.7,3.2,2.4,M Oliver,3.3,3.3,2.38,3.1,3.1,2.4
4,7,0,12,6,1,Sunderland,2.8,3.4,2.5,2.9,3.25,2.5,26/09/11,E0,1,2,H,7,3,0,11,8,0,1,H,2,Norwich,2.7,3.2,2.4,C Foy,2.88,3.3,2.6,2.8,3.1,2.6
10,6,0,14,9,1,Wigan,6.0,3.75,1.62,5.5,3.8,1.6,01/10/11,E0,0,2,H,5,12,0,16,10,0,1,H,0,Aston Villa,4.4,3.5,1.7,M Clattenburg,6.0,3.8,1.67,6.0,3.75,1.6
5,14,0,19,12,1,Man City,1.57,3.75,6.5,1.57,3.8,5.75,01/10/11,E0,4,0,A,4,9,0,5,4,0,0,D,1,Blackburn,1.6,3.6,5.0,P Dowd,1.57,4.0,6.5,1.62,4.2,5.0
9,9,0,15,9,1,Liverpool,2.4,3.2,3.1,2.4,3.2,3.1,01/10/11,E0,2,0,A,5,15,1,12,4,0,0,D,1,Everton,2.4,3.2,2.7,M Atkinson,2.5,3.25,3.1,2.45,3.25,2.9
3,6,0,13,6,0,Norwich,17.0,7.0,1.17,16.0,7.0,1.15,01/10/11,E0,0,2,H,10,9,0,17,9,0,0,D,1,Man United,14.0,6.2,1.15,S Attwell,19.0,8.0,1.17,12.0,7.5,1.18
4,13,0,7,3,0,West Brom,3.2,3.4,2.25,3.3,3.3,2.15,01/10/11,E0,2,2,D,7,9,0,12,7,2,2,D,2,Sunderland,3.3,3.3,2.0,L Mason,3.4,3.4,2.3,3.2,3.3,2.25
5,10,0,10,6,2,Newcastle,2.88,3.25,2.5,2.85,3.2,2.45,01/10/11,E0,2,1,A,10,7,0,25,12,2,0,A,1,Wolves,2.7,3.2,2.4,M Halsey,3.1,3.3,2.5,3.0,3.25,2.38
5,11,0,21,14,2,Chelsea,1.53,4.0,6.5,1.53,3.75,6.5,02/10/11,E0,5,1,A,4,10,0,14,10,4,0,A,1,Bolton,1.45,3.9,6.5,P Walton,1.53,4.4,7.0,1.55,4.0,6.0
4,7,0,17,10,3,QPR,4.0,3.3,2.0,3.8,3.5,2.0,02/10/11,E0,0,6,H,4,10,0,19,13,0,3,H,2,Fulham,4.0,3.4,1.8,A Marriner,4.0,3.5,2.0,3.8,3.4,2.0
5,18,0,11,6,5,Stoke,2.75,3.25,2.63,2.75,3.25,2.5,02/10/11,E0,0,2,H,6,14,0,9,5,0,1,H,3,Swansea,2.55,3.2,2.55,M Jones,2.88,3.25,2.62,2.7,3.1,2.7
7,8,0,13,7,1,Arsenal,3.5,3.4,2.1,3.4,3.4,2.15,02/10/11,E0,1,2,H,9,11,0,16,8,0,1,H,2,Tottenham,2.9,3.3,2.2,M Dean,3.5,3.5,2.15,3.2,3.5,2.15
2,11,0,9,5,2,Everton,10.0,4.5,1.36,9.0,4.5,1.35,15/10/11,E0,1,3,H,2,13,0,7,5,0,2,H,2,Chelsea,7.3,4.5,1.35,M Jones,10.0,5.0,1.36,8.5,4.75,1.36
3,11,0,10,3,3,Man United,2.4,3.3,3.0,2.35,3.3,3.1,15/10/11,E0,1,1,D,8,8,0,14,8,0,0,D,1,Liverpool,2.4,3.2,2.7,A Marriner,2.5,3.3,3.0,2.5,3.1,3.2
1,6,0,8,6,1,Aston Villa,10.0,5.0,1.33,8.75,4.75,1.34,15/10/11,E0,1,4,H,5,10,0,15,10,0,1,H,1,Man City,7.3,4.5,1.35,A Taylor,10.0,5.0,1.36,8.5,5.0,1.33
4,5,0,12,4,1,Swansea,3.4,3.3,2.2,3.3,3.3,2.15,15/10/11,E0,1,3,H,4,6,0,15,8,1,2,H,0,Norwich,3.1,3.3,2.1,J Moss,3.5,3.4,2.2,3.4,3.3,2.15
7,13,0,10,9,2,Blackburn,4.5,3.5,1.83,4.5,3.4,1.8,15/10/11,E0,1,1,D,5,10,0,12,6,1,1,D,3,QPR,3.6,3.3,1.95,M Clattenburg,4.6,3.5,1.85,4.33,3.5,1.85
2,15,0,4,1,4,Fulham,3.5,3.2,2.2,3.45,3.25,2.1,15/10/11,E0,0,2,H,5,14,0,14,6,0,0,D,4,Stoke,3.4,3.2,2.0,M Atkinson,3.75,3.25,2.2,3.6,3.2,2.15
4,14,0,14,11,4,Bolton,3.2,3.3,2.3,3.2,3.3,2.3,15/10/11,E0,3,1,A,5,16,0,13,9,2,1,A,4,Wigan,2.8,3.2,2.3,M Dean,3.2,3.4,2.38,3.1,3.3,2.3
2,19,0,8,4,3,Sunderland,7.5,4.33,1.44,7.5,4.3,1.42,16/10/11,E0,1,2,H,9,9,0,20,11,1,1,D,3,Arsenal,6.5,3.9,1.45,H Webb,8.5,4.5,1.44,7.0,4.33,1.44
2,15,0,11,8,2,Tottenham,2.4,3.3,3.0,2.45,3.5,2.8,16/10/11,E0,2,2,D,5,11,0,12,7,1,0,A,1,Newcastle,2.5,3.2,2.6,L Probert,2.4,3.4,3.0,2.4,3.5,2.8
11,12,0,13,10,1,Wolves,4.0,3.3,2.0,3.8,3.25,2.0,16/10/11,E0,0,2,H,2,14,0,17,11,0,1,H,0,West Brom,3.2,3.2,2.1,C Foy,4.0,3.5,2.0,3.6,3.4,2.05
8,8,0,8,5,3,West Brom,4.0,3.3,2.0,4.0,3.4,1.9,22/10/11,E0,2,1,A,3,11,1,3,0,1,1,D,2,Aston Villa,3.3,3.3,2.0,P Dowd,4.0,3.3,2.05,3.75,3.3,2.0
11,14,0,18,10,3,Sunderland,3.5,3.2,2.2,3.45,3.25,2.1,22/10/11,E0,2,0,A,2,15,0,15,8,0,0,D,0,Bolton,3.0,3.2,2.2,M Jones,3.5,3.3,2.25,3.2,3.2,2.3
3,8,0,12,10,1,Norwich,11.0,5.5,1.29,10.5,5.0,1.29,22/10/11,E0,1,1,D,10,6,0,25,15,0,1,H,0,Liverpool,7.8,4.6,1.33,P Walton,12.0,5.5,1.3,9.0,4.75,1.33
3,22,0,12,5,2,Wigan,6.5,3.8,1.57,6.0,3.75,1.57,22/10/11,E0,0,1,H,7,7,0,13,10,0,0,D,3,Newcastle,5.0,3.6,1.6,N Swarbrick,6.5,4.0,1.57,5.5,3.75,1.62
13,11,0,16,14,0,Swansea,3.8,3.4,2.0,3.9,3.4,2.0,22/10/11,E0,2,2,D,8,14,0,20,13,2,0,A,2,Wolves,3.6,3.3,1.95,M Oliver,4.0,3.4,2.0,3.75,3.3,2.0
1,13,0,5,2,2,Stoke,6.5,4.0,1.53,6.5,3.9,1.57,23/10/11,E0,1,3,H,10,9,0,9,5,1,1,D,0,Arsenal,5.0,3.6,1.6,L Mason,7.0,4.0,1.57,6.0,3.75,1.57
5,7,0,9,7,1,Tottenham,1.91,3.5,4.0,1.9,3.5,3.85,23/10/11,E0,2,1,A,8,19,0,19,8,1,1,D,4,Blackburn,1.9,3.3,3.7,S Attwell,1.85,3.6,4.33,1.91,3.6,3.75
1,8,0,11,7,1,Everton,3.3,3.25,2.25,3.1,3.2,2.3,23/10/11,E0,3,1,A,5,12,0,15,8,1,0,A,3,Fulham,2.7,3.2,2.4,L Probert,3.3,3.2,2.38,3.2,3.0,2.4
4,11,0,19,12,4,Man City,3.8,3.4,2.0,3.8,3.3,2.05,23/10/11,E0,6,1,A,7,15,1,12,8,1,0,A,4,Man United,3.3,3.3,2.0,M Clattenburg,3.8,3.4,2.1,3.5,3.3,2.1
6,17,2,14,7,7,Chelsea,1.33,5.0,9.5,1.35,4.5,9.0,23/10/11,E0,0,1,H,0,17,0,8,3,0,1,H,2,QPR,1.4,4.1,7.0,C Foy,1.36,5.0,10.0,1.36,4.75,8.5
2,18,0,13,8,3,Arsenal,5.5,4.0,1.62,5.0,3.9,1.62,29/10/11,E0,5,3,A,3,7,0,12,10,1,2,H,2,Chelsea,5.0,3.6,1.6,A Marriner,6.0,4.0,1.62,5.5,3.5,1.67
1,8,0,7,6,0,Man United,1.8,3.6,4.5,1.72,3.7,4.6,29/10/11,E0,1,0,A,4,12,0,18,11,1,0,A,3,Everton,1.9,3.3,3.7,M Halsey,1.75,3.8,4.75,1.83,3.4,4.5
4,5,0,9,2,1,Wolves,19.0,7.0,1.17,17.5,7.0,1.15,29/10/11,E0,1,3,H,5,17,1,18,9,0,0,D,2,Man City,13.0,5.8,1.17,S Attwell,21.0,8.0,1.17,15.0,6.5,1.18
2,10,0,12,7,1,Blackburn,4.0,3.6,1.91,4.0,3.5,1.88,29/10/11,E0,3,3,D,6,9,0,13,6,1,0,A,2,Norwich,3.6,3.3,1.95,A Taylor,4.0,3.6,1.95,4.0,3.2,2.0
6,13,0,10,5,3,Aston Villa,3.6,3.3,2.1,3.5,3.4,2.15,29/10/11,E0,2,2,D,5,7,0,13,8,1,1,D,1,Sunderland,3.1,3.2,2.15,C Foy,3.75,3.3,2.15,3.3,3.2,2.25
2,14,1,8,3,4,Bolton,3.6,3.3,2.1,3.5,3.4,2.05,29/10/11,E0,1,3,H,10,9,0,20,12,0,0,D,3,Swansea,3.1,3.3,2.1,M Clattenburg,3.8,3.4,2.1,3.5,3.2,2.15
10,9,0,17,7,0,Liverpool,2.0,3.3,4.0,2.05,3.3,3.8,29/10/11,E0,2,0,A,3,12,0,10,6,2,0,A,1,West Brom,2.0,3.3,3.3,L Mason,2.05,3.4,4.0,2.1,3.1,3.75
0,14,0,7,5,5,Fulham,2.5,3.25,2.88,2.45,3.2,2.9,29/10/11,E0,2,0,A,9,17,0,18,9,1,0,A,2,Wigan,2.5,3.2,2.6,M Jones,2.5,3.3,3.12,2.5,3.1,2.9
8,14,0,12,8,0,QPR,9.0,4.75,1.36,9.0,4.75,1.34,30/10/11,E0,1,3,H,4,12,0,22,13,0,2,H,0,Tottenham,7.0,4.1,1.4,H Webb,9.0,5.0,1.4,8.0,4.5,1.4
2,14,0,6,2,1,Newcastle,3.8,3.2,2.1,3.75,3.25,2.1,31/10/11,E0,3,1,A,8,8,0,10,4,2,0,A,0,Stoke,3.0,3.2,2.2,M Dean,3.75,3.3,2.15,3.5,3.1,2.2
1,12,0,9,4,0,West Brom,8.5,4.5,1.4,6.75,4.6,1.42,05/11/11,E0,0,3,H,4,12,0,12,7,0,2,H,0,Arsenal,7.2,4.3,1.37,M Oliver,8.5,5.0,1.4,8.0,4.2,1.44
6,9,0,9,7,5,Norwich,4.5,3.5,1.83,4.5,3.4,1.8,05/11/11,E0,2,3,H,6,11,0,12,6,1,1,D,1,Aston Villa,3.8,3.4,1.85,K Friend,4.6,3.6,1.85,4.2,3.3,1.91
8,10,0,12,8,2,Chelsea,1.44,4.33,7.5,1.42,4.5,7.0,05/11/11,E0,1,0,A,5,12,0,13,8,0,0,D,4,Blackburn,1.4,4.1,7.0,M Dean,1.44,4.6,7.5,1.5,4.0,7.0
4,5,0,9,3,1,Swansea,10.0,5.5,1.29,9.0,5.25,1.3,05/11/11,E0,0,0,D,11,13,0,18,10,0,0,D,2,Liverpool,10.0,5.0,1.25,P Dowd,11.0,5.5,1.3,10.0,4.33,1.36
2,14,0,9,3,2,Sunderland,13.0,5.5,1.25,11.0,5.5,1.25,05/11/11,E0,0,1,H,6,6,0,15,9,0,1,H,0,Man United,11.0,5.3,1.22,L Mason,13.0,6.5,1.25,13.0,5.5,1.25
3,15,0,14,6,3,Everton,3.3,3.25,2.25,3.4,3.3,2.2,05/11/11,E0,1,2,H,5,12,0,10,6,1,2,H,2,Newcastle,3.1,3.2,2.15,A Marriner,3.3,3.4,2.3,3.0,3.2,2.38
1,14,0,16,8,1,Man City,1.33,5.0,10.0,1.33,5.0,8.5,05/11/11,E0,3,2,A,3,5,0,18,9,1,1,D,1,QPR,1.33,4.6,7.8,M Atkinson,1.36,5.0,10.0,1.4,4.5,8.0
4,9,0,9,6,1,Stoke,3.0,3.3,2.4,2.95,3.3,2.45,06/11/11,E0,0,5,H,12,10,0,20,16,0,2,H,0,Bolton,2.75,3.3,2.3,H Webb,3.2,3.3,2.4,2.8,3.2,2.5
1,9,0,8,8,1,Tottenham,2.25,3.3,3.25,2.25,3.4,3.25,06/11/11,E0,3,1,A,11,5,0,26,20,2,0,A,0,Fulham,2.35,3.2,2.75,P Walton,2.3,3.4,3.25,2.3,3.2,3.2
6,13,0,13,7,1,Wigan,4.33,3.3,1.91,4.0,3.4,1.91,06/11/11,E0,1,3,H,5,11,0,13,12,1,1,D,2,Wolves,4.0,3.4,1.8,L Probert,4.6,3.5,1.91,4.2,3.1,2.0
1,13,0,4,1,2,Wolves,6.5,3.75,1.57,5.85,3.6,1.6,19/11/11,E0,1,2,H,9,14,0,13,9,1,1,D,1,Everton,4.6,3.5,1.65,J Moss,7.0,3.8,1.62,5.5,3.8,1.62
5,7,0,10,7,0,Newcastle,10.0,5.5,1.3,9.5,5.0,1.3,19/11/11,E0,1,3,H,4,10,0,12,9,0,2,H,0,Man City,7.8,4.6,1.33,C Foy,11.0,5.5,1.3,9.5,5.5,1.3
6,9,0,20,14,0,Arsenal,1.67,3.6,5.5,1.7,3.8,5.0,19/11/11,E0,2,1,A,1,11,0,7,4,1,1,D,3,Norwich,1.75,3.4,4.3,P Dowd,1.7,3.8,5.5,1.7,3.4,5.5
5,10,0,9,8,2,QPR,4.5,3.5,1.83,4.75,3.45,1.75,19/11/11,E0,3,2,A,9,17,0,17,7,2,1,A,4,Stoke,4.3,3.4,1.75,M Jones,4.75,3.6,1.83,4.75,3.6,1.75
7,12,0,13,9,1,Fulham,3.2,3.25,2.3,3.1,3.1,2.35,19/11/11,E0,0,0,D,6,8,0,13,8,0,0,D,1,Sunderland,3.0,3.2,2.2,A Taylor,3.25,3.3,2.38,3.0,3.25,2.38
2,9,0,13,7,1,Man United,1.5,4.2,6.5,1.53,4.2,6.25,19/11/11,E0,1,0,A,6,6,0,9,6,1,0,A,0,Swansea,1.45,3.9,6.5,M Dean,1.5,4.2,7.5,1.44,4.0,8.0
5,12,0,8,6,0,Bolton,3.8,3.4,2.0,3.85,3.35,1.95,19/11/11,E0,1,2,H,7,12,0,16,9,1,1,D,1,West Brom,3.3,3.3,2.0,N Swarbrick,4.0,3.5,2.05,3.75,3.4,2.0
3,13,1,6,2,3,Blackburn,2.88,3.25,2.5,2.75,3.25,2.5,19/11/11,E0,3,3,D,7,14,0,21,11,1,2,H,2,Wigan,2.7,3.2,2.4,A Marriner,2.88,3.3,2.5,2.9,3.3,2.45
5,11,0,9,3,2,Liverpool,4.5,3.5,1.83,4.5,3.6,1.75,20/11/11,E0,2,1,A,6,13,0,18,5,1,0,A,3,Chelsea,4.3,3.4,1.75,L Probert,4.75,3.6,1.85,4.5,3.1,1.91
3,5,0,5,1,2,Aston Villa,6.0,4.0,1.57,6.5,4.33,1.5,21/11/11,E0,0,2,H,11,4,0,20,9,0,2,H,0,Tottenham,5.4,3.7,1.55,M Halsey,7.0,4.33,1.53,5.5,4.33,1.55
4,7,0,10,6,3,Fulham,8.0,4.2,1.44,8.0,4.3,1.4,26/11/11,E0,1,1,D,13,9,0,20,12,0,0,D,1,Arsenal,7.0,4.1,1.4,M Dean,8.0,4.4,1.44,6.5,4.2,1.5
4,10,0,17,14,1,Everton,2.38,3.25,3.1,2.35,3.2,3.0,26/11/11,E0,2,0,A,2,9,1,8,7,0,0,D,1,Bolton,2.4,3.2,2.7,M Oliver,2.38,3.3,3.12,2.38,3.4,2.9
2,10,0,7,2,2,Wolves,15.0,6.0,1.22,11.5,6.0,1.22,26/11/11,E0,0,3,H,9,10,0,17,11,0,3,H,1,Chelsea,11.0,5.3,1.22,L Mason,15.0,6.5,1.22,11.0,6.0,1.25
3,15,1,8,6,4,Newcastle,8.5,4.5,1.4,8.25,4.6,1.37,26/11/11,E0,1,1,D,11,12,0,23,13,0,0,D,1,Man United,7.8,4.6,1.33,M Jones,9.5,4.75,1.4,7.5,4.75,1.4
